,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,entrez,genename
ENSG00000167985.6,1149.77977635649,-1.30037918864549,0.361765512650553,2.85353761478939e-05,0.00189268260249242,SDHAF2,54949,succinate dehydrogenase complex assembly factor 2
ENSG00000204628.12,32658.571438861,-1.30034829891345,0.490640450617096,0.000644704787846256,0.0194482811657295,RACK1,10399,receptor for activated C kinase 1
ENSG00000117475.14,762.666483840758,-1.29609194038894,0.51375822093249,0.000909613489605102,0.0249374151846655,BLZF1,8548,basic leucine zipper nuclear factor 1
ENSG00000143942.5,71.3175941035812,-1.29519571892374,0.717741889712799,0.00427429552713751,0.0680402089527567,CHAC2,494143,ChaC cation transport regulator homolog 2
ENSG00000103018.17,5163.37452128989,-1.29353311447992,0.683792886084774,0.00366272039104482,0.0613421781929643,CYB5B,80777,cytochrome b5 type B
ENSG00000286070.1,1453.25050841837,-1.28884833954098,0.680642781234773,0.00330313503526139,0.0581225176052652,GGT1,2678,gamma-glutamyltransferase 1
ENSG00000126953.8,252.670635714181,-1.28793394017142,0.427806803875219,0.000227853112292239,0.00941156148857404,TIMM8A,1678,translocase of inner mitochondrial membrane 8A
ENSG00000137806.9,806.090094917038,-1.28778054960336,0.430246369689079,0.000244755116713472,0.0098925046587277,NDUFAF1,51103,NADH:ubiquinone oxidoreductase complex assembly factor 1
ENSG00000164898.13,117.88856470344,-1.28760219638488,0.456281564969507,0.000401674923730337,0.0140344641995262,FMC1,154791,formation of mitochondrial complex V assembly factor 1 homolog
ENSG00000134809.9,258.202016606231,-1.2848527026828,0.515396261925578,0.000968656566993112,0.0259991945490992,TIMM10,26519,translocase of inner mitochondrial membrane 10
ENSG00000162385.11,531.224013217219,-1.28443145805803,0.52829094871024,0.00113910142720277,0.0288525886591605,MAGOH,4116,"mago homolog, exon junction complex subunit"
ENSG00000171612.7,75.3732011355578,-1.28176045941122,0.565972628690679,0.00172971822772515,0.0380390956477623,SLC25A33,84275,solute carrier family 25 member 33
ENSG00000141252.20,1089.55635917857,-1.28139242127433,0.464190549739878,0.000485459096155899,0.0157709427564367,VPS53,55275,VPS53 subunit of GARP complex
ENSG00000132254.12,663.918089207651,-1.28123340151185,0.2441801169864,1.64648738141368e-08,5.01064851043745e-06,ARFIP2,23647,ADP ribosylation factor interacting protein 2
ENSG00000124802.12,1005.51456993076,-1.28085895229449,0.463039377797658,0.000476654367694334,0.0155092539073373,EEF1E1,9521,eukaryotic translation elongation factor 1 epsilon 1
ENSG00000177889.10,3865.51824391798,-1.27793883577768,0.285003440906363,7.50004372676829e-07,0.000113019458651402,UBE2N,7334,ubiquitin conjugating enzyme E2 N
ENSG00000125870.11,1611.65196062024,-1.27601326225929,0.339420033102532,1.66462117831571e-05,0.00125808610564362,SNRPB2,6629,small nuclear ribonucleoprotein polypeptide B2
ENSG00000131467.11,1577.05134250919,-1.27314582002257,0.202534563445813,3.48087996812211e-11,2.57261893072567e-08,PSME3,10197,proteasome activator subunit 3
ENSG00000102898.12,4201.84049484429,-1.27233302454849,0.412999564646594,0.000186074910257211,0.00798886762004715,NUTF2,10204,nuclear transport factor 2
ENSG00000150779.12,461.004587006669,-1.27167320930286,0.394013322840767,0.000115953178741697,0.0056195200957393,TIMM8B,26521,translocase of inner mitochondrial membrane 8 homolog B
ENSG00000214517.10,867.941172328324,-1.26945176638322,0.547699045120424,0.00155840557045431,0.0355037665326843,PPME1,51400,protein phosphatase methylesterase 1
ENSG00000079332.15,5895.55050485167,-1.26942042458625,0.66627397077921,0.00368431755635474,0.0615257557662198,SAR1A,56681,secretion associated Ras related GTPase 1A
ENSG00000197530.12,54.5760442471652,-1.26816093869176,0.5957677075658,0.00213945422952061,0.0436625895716957,MIB2,142678,mindbomb E3 ubiquitin protein ligase 2
ENSG00000143156.14,809.514638618889,-1.26555911984531,0.365550402975355,5.25411044293653e-05,0.00305668973279488,NME7,29922,NME/NM23 family member 7
ENSG00000144867.12,1578.22730580361,-1.26543569601631,0.297528612867747,2.17654110543224e-06,0.000260227478476348,SRPRB,58477,SRP receptor subunit beta
ENSG00000183520.12,1700.59246065174,-1.26502982909416,0.280970353442383,7.29526316327769e-07,0.000111006011691815,UTP11,51118,UTP11 small subunit processome component
ENSG00000165609.13,3558.18587947537,-1.26276987388343,0.350801058487292,3.18863657320301e-05,0.00206851552494869,NUDT5,11164,nudix hydrolase 5
ENSG00000186184.18,1056.20450107179,-1.26238303908807,0.478126474717451,0.000692856240247468,0.0205237345310434,POLR1D,51082,RNA polymerase I and III subunit D
ENSG00000171202.7,791.015389509067,-1.26094728410838,0.302846533234791,3.18998028384096e-06,0.000343820062467733,TMEM126A,84233,transmembrane protein 126A
ENSG00000111229.16,10779.9157014651,-1.26072942323624,0.376175694509644,7.63446955766521e-05,0.00413523782878216,ARPC3,10094,actin related protein 2/3 complex subunit 3
ENSG00000167920.10,409.22598491695,-1.26025603309411,0.293859485433976,1.89729247695172e-06,0.000236555340462519,TMEM99,147184,transmembrane protein 99 (putative)
ENSG00000008018.9,8707.81111339673,-1.25868798702458,0.379966947560341,8.72990789721102e-05,0.00449160367036867,PSMB1,5689,proteasome 20S subunit beta 1
ENSG00000253626.3,46.8518369012393,-1.25778078108541,0.495711659875606,0.000993323551806058,0.026387468011649,EIF5AL1,143244,eukaryotic translation initiation factor 5A like 1
ENSG00000102144.15,20443.2904762998,-1.25604655796306,0.703546580357844,0.00462198783294144,0.0716997123050151,PGK1,5230,phosphoglycerate kinase 1
ENSG00000108788.11,1173.91564756965,-1.25576000216259,0.252275346030628,7.03657971540214e-08,1.60854504561209e-05,MLX,6945,MAX dimerization protein MLX
ENSG00000101084.18,942.190650617781,-1.25451277417686,0.322263131580317,1.00692135979719e-05,0.000844536325613862,RAB5IF,55969,RAB5 interacting factor
ENSG00000197713.15,1097.85202659928,-1.2536918898919,0.246544491314519,4.03093841894098e-08,1.01727121514103e-05,RPE,6120,ribulose-5-phosphate-3-epimerase
ENSG00000123562.17,17595.9441331143,-1.25068346370029,0.239256366008287,1.90239816970164e-08,5.24909702984076e-06,MORF4L2,9643,mortality factor 4 like 2
ENSG00000124783.14,4987.03382953327,-1.24678926844223,0.338296773288253,2.3146588836075e-05,0.00161822807220857,SSR1,6745,signal sequence receptor subunit 1
ENSG00000203879.12,1015.019084178,-1.24678333227901,0.332049908328158,1.751032680658e-05,0.00129413822476917,GDI1,2664,GDP dissociation inhibitor 1
ENSG00000109475.16,7067.03821976715,-1.24627425251259,0.375213961288977,8.613652616409e-05,0.0044674417855631,RPL34,6164,ribosomal protein L34
ENSG00000109917.11,645.479866503642,-1.24548417070134,0.433764282623214,0.000361696743537464,0.0129273789477794,ZPR1,8882,ZPR1 zinc finger
ENSG00000182004.13,1016.42913836919,-1.24534074725772,0.478526096535681,0.000783996026119211,0.0225961194491796,SNRPE,6635,small nuclear ribonucleoprotein polypeptide E
ENSG00000105364.14,123.099142109968,-1.24482500974056,0.563084875260734,0.00202745871354169,0.0422519945800924,MRPL4,51073,mitochondrial ribosomal protein L4
ENSG00000176871.8,1698.16207257255,-1.24173085256041,0.297851238623675,3.23159512927616e-06,0.000344714585594025,WSB2,55884,WD repeat and SOCS box containing 2
ENSG00000072849.11,2071.33405317163,-1.24035775919764,0.266602238589563,3.55532860667122e-07,5.7932259989334e-05,DERL2,51009,derlin 2
ENSG00000100138.15,5674.77836631811,-1.23949281559436,0.276088159402391,7.65397215667763e-07,0.000113136642721634,SNU13,4809,small nuclear ribonucleoprotein 13
ENSG00000102931.8,1745.69554040423,-1.23922541757857,0.410991840803734,0.000238172289102272,0.0097022388792961,ARL2BP,23568,ADP ribosylation factor like GTPase 2 binding protein
ENSG00000082515.18,1709.09606413075,-1.23815026424388,0.292177208354803,2.46181566235922e-06,0.000286206816386863,MRPL22,29093,mitochondrial ribosomal protein L22
ENSG00000041357.16,5644.46395842104,-1.23572471249555,0.474915854201194,0.000794170383908617,0.0227135244876778,PSMA4,5685,proteasome 20S subunit alpha 4
ENSG00000100142.15,403.978540049894,-1.23541567405431,0.469515132225633,0.00073609498947135,0.0215456148686282,POLR2F,5435,RNA polymerase II subunit F
ENSG00000160818.16,658.432563214057,-1.23535176572132,0.439888663945914,0.000449701854047247,0.0149857168561252,GPATCH4,54865,G-patch domain containing 4
ENSG00000090266.13,1038.26593974192,-1.23261710937416,0.371516545767282,8.87243829481422e-05,0.00451120978066058,NDUFB2,4708,NADH:ubiquinone oxidoreductase subunit B2
ENSG00000103342.13,2509.46723351065,-1.23241740961875,0.21209527357845,7.11151251777033e-10,3.58940585470096e-07,GSPT1,2935,G1 to S phase transition 1
ENSG00000108433.16,2081.21045413639,-1.22804062007452,0.302154431079097,5.16280519248377e-06,0.00051119182130746,GOSR2,9570,golgi SNAP receptor complex member 2
ENSG00000155959.12,1890.32017862658,-1.22753277191818,0.377012510722549,0.00011035372588404,0.00539872341239791,VBP1,7411,VHL binding protein 1
ENSG00000116455.14,492.168010971073,-1.22548293084475,0.518874072956874,0.00147314905717715,0.034291728446821,WDR77,79084,WD repeat domain 77
ENSG00000141378.14,1041.56532681209,-1.2249962244571,0.316300156781819,1.11536340224995e-05,0.000923253209846422,PTRH2,51651,peptidyl-tRNA hydrolase 2
ENSG00000179933.6,4111.97681571274,-1.22417407801652,0.200988926224428,1.31692552359954e-10,8.51639274542775e-08,C14orf119,55017,chromosome 14 open reading frame 119
ENSG00000139131.13,230.755580068226,-1.22384878539493,0.381693655705288,0.000128434483666264,0.00602680998863871,YARS2,51067,tyrosyl-tRNA synthetase 2
ENSG00000171863.15,16339.343257418,-1.22117018006042,0.410405403046152,0.0002759922330482,0.0108375394130919,RPS7,6201,ribosomal protein S7
ENSG00000173915.16,2351.83612988864,-1.22031060957498,0.404130224144104,0.000240315003539904,0.00977029210855556,ATP5MD,84833,ATP synthase membrane subunit DAPIT
ENSG00000131778.19,782.970716950523,-1.22007196199286,0.402380264680775,0.000231299462364326,0.0094970457820781,CHD1L,9557,chromodomain helicase DNA binding protein 1 like
ENSG00000249209.2,365.956846144934,-1.21779632308371,0.434906068210459,0.000470046957261133,0.0153667483942526,NA,NA,NA
ENSG00000114391.13,7462.14683352557,-1.21654108317591,0.499938084811362,0.00126107290508828,0.0309740632581575,RPL24,6152,ribosomal protein L24
ENSG00000116977.18,1561.98361750114,-1.21501254127024,0.47689317163875,0.000940128615025415,0.0254980623320261,LGALS8,3964,galectin 8
ENSG00000100387.9,1638.51630513523,-1.21444314120735,0.344620970861149,4.40776363525918e-05,0.00268277237258981,RBX1,9978,ring-box 1
ENSG00000108010.12,1836.45612104414,-1.21383161850826,0.346105450566735,4.67442656962014e-05,0.00279612544068983,GLRX3,10539,glutaredoxin 3
ENSG00000102317.18,4878.64164234163,-1.21051184871754,0.543840958169378,0.0020784784364661,0.0429261804034226,RBM3,5935,RNA binding motif protein 3
ENSG00000198034.11,39952.8624137989,-1.20981161876274,0.559898039557685,0.00239566204732905,0.0468580627669446,RPS4X,6191,ribosomal protein S4 X-linked
ENSG00000120656.11,1645.47252870021,-1.20908410109539,0.353858422896604,6.35285779145597e-05,0.00354773383542008,TAF12,6883,TATA-box binding protein associated factor 12
ENSG00000171848.15,499.160011461504,-1.20839198909748,0.670305633743756,0.00486438665574466,0.0741810003345468,RRM2,6241,ribonucleotide reductase regulatory subunit M2
ENSG00000153774.9,1100.58286790421,-1.20699654593922,0.427150417956802,0.000439021122025536,0.0147725253645471,CFDP1,10428,craniofacial development protein 1
ENSG00000265681.7,13669.6223873755,-1.20558993002679,0.422930406358836,0.000410632955687174,0.0142100976337632,RPL17,6139,ribosomal protein L17
ENSG00000115944.15,6110.21308833842,-1.20254689100838,0.325426452375459,2.32657925393686e-05,0.00161909938165796,COX7A2L,9167,cytochrome c oxidase subunit 7A2 like
ENSG00000114054.14,675.753412026876,-1.20165413934276,0.346502643315049,5.44089739257692e-05,0.00313632118779908,PCCB,5096,propionyl-CoA carboxylase subunit beta
ENSG00000185414.20,852.970306931033,-1.19508643422981,0.20464959985247,6.30220457827487e-10,3.2604455385705e-07,MRPL30,51263,mitochondrial ribosomal protein L30
ENSG00000137947.12,1502.71759144279,-1.19494477348757,0.316721846884937,1.71556542096217e-05,0.00127963728118316,GTF2B,2959,general transcription factor IIB
ENSG00000107643.16,472.683198392143,-1.1938078433222,0.354770262188284,8.04877205240089e-05,0.00427080227826626,MAPK8,5599,mitogen-activated protein kinase 8
ENSG00000102172.16,2254.27498612528,-1.19373713321283,0.40504321247075,0.000312956177771791,0.0116926495479502,SMS,6611,spermine synthase
ENSG00000197756.10,8109.17598481692,-1.19339367807842,0.552208539648118,0.00245626589047571,0.0479076025801171,RPL37A,6168,ribosomal protein L37a
ENSG00000105185.12,740.001703505653,-1.1901056918112,0.371326459683624,0.000132745372448902,0.00620097683399004,PDCD5,9141,programmed cell death 5
ENSG00000145592.14,6309.46511119603,-1.18932454789805,0.651570341951948,0.00476016336683554,0.0729964760116517,RPL37,6167,ribosomal protein L37
ENSG00000189171.14,1939.50393870077,-1.18851882503954,0.507526412645829,0.00163457071147561,0.0367272598298331,S100A13,6284,S100 calcium binding protein A13
ENSG00000139323.14,528.481554908333,-1.18629371597955,0.597825681689765,0.00355560910095264,0.0605594853786946,POC1B,282809,POC1 centriolar protein B
ENSG00000163170.12,219.441096161186,-1.18582429853541,0.2101063240866,1.98296820049547e-09,8.65131491106623e-07,BOLA3,388962,bolA family member 3
ENSG00000277791.5,3922.03798768708,-1.18572494363979,0.405650721352771,0.000337992414813016,0.0123172454513931,PSMB3,5691,proteasome 20S subunit beta 3
ENSG00000173334.4,508.091897876883,-1.18491886176745,0.533603602353711,0.00214203702421419,0.0436722307183137,TRIB1,10221,tribbles pseudokinase 1
ENSG00000120333.4,817.505269873804,-1.18431557700224,0.307990849135665,1.30593126924504e-05,0.00104343404192111,MRPS14,63931,mitochondrial ribosomal protein S14
ENSG00000166130.15,1044.13395343407,-1.18123280285551,0.286788781001371,4.25502211407669e-06,0.000431634449160309,IKBIP,121457,IKBKB interacting protein
ENSG00000154518.9,3095.3223852383,-1.18104316041021,0.398653682044755,0.000302475724825775,0.0114641623618033,ATP5MC3,518,ATP synthase membrane subunit c locus 3
ENSG00000088986.11,6260.30468922709,-1.18080321331434,0.347116284667108,7.20476734325028e-05,0.00393391702905597,DYNLL1,8655,dynein light chain LC8-type 1
ENSG00000181789.14,5767.1777260792,-1.18018672535079,0.291811832490821,5.9162145801887e-06,0.000569442532662442,COPG1,22820,coatomer protein complex subunit gamma 1
ENSG00000261740.6,470.57311912275,-1.17689112531832,0.24396422807379,1.67541053435908e-07,3.18082069706669e-05,BOLA2-SMG1P6,107282092,BOLA2-SMG1P6 readthrough
ENSG00000122705.17,1329.03880228,-1.17675391953533,0.441315279739807,0.000723502292154495,0.0212672676617118,CLTA,1211,clathrin light chain A
ENSG00000118181.11,6887.76538949494,-1.17594413678297,0.523159327858859,0.00207577462612284,0.04291316694604,RPS25,6230,ribosomal protein S25
ENSG00000067225.18,27853.0289191494,-1.17592741829438,0.325401875074349,3.34173197638338e-05,0.00216105629747743,PKM,5315,pyruvate kinase M1/2
ENSG00000109919.10,4259.71510264544,-1.1750402997917,0.35623766306602,0.000112969475980768,0.00548777074165731,MTCH2,23788,mitochondrial carrier 2
ENSG00000152700.14,2885.412618891,-1.17421237492078,0.383932296480951,0.000228855624669257,0.00943414003367651,SAR1B,51128,secretion associated Ras related GTPase 1B
ENSG00000115233.12,4760.21636132567,-1.17163747404014,0.453929615605304,0.000913213599534676,0.02497462825388,PSMD14,10213,"proteasome 26S subunit, non-ATPase 14"
ENSG00000272779.1,275.784970262171,-1.17019489105512,0.574828404195845,0.00329285183427533,0.0580428244109827,NA,NA,NA
ENSG00000116459.11,7430.17856591192,-1.16869326281639,0.430237810189811,0.000633910107206832,0.0192066409349022,ATP5PB,515,ATP synthase peripheral stalk-membrane subunit b
ENSG00000131238.17,2862.72890570227,-1.16778136257793,0.396098813377923,0.000334473908656392,0.0122941439888728,PPT1,5538,palmitoyl-protein thioesterase 1
ENSG00000197021.9,276.168457566192,-1.16266062302063,0.314915710741592,2.46715185492833e-05,0.00168499143517778,CXorf40B,541578,chromosome X open reading frame 40B
ENSG00000161960.15,10786.5277827087,-1.16108308494737,0.314331880824974,2.48952333244447e-05,0.00168723598573916,EIF4A1,1973,eukaryotic translation initiation factor 4A1
ENSG00000100632.11,2490.74986295408,-1.15859438308913,0.27529506344489,3.01675521920159e-06,0.000333843489337742,ERH,2079,ERH mRNA splicing and mitosis factor
ENSG00000117450.14,22746.4172477409,-1.157397336796,0.295052156651136,1.00802393170302e-05,0.000844536325613862,PRDX1,5052,peroxiredoxin 1
ENSG00000162972.10,140.80916827292,-1.15703547373287,0.597511413508094,0.00397827072913886,0.0648238854085037,MAIP1,79568,matrix AAA peptidase interacting protein 1
ENSG00000120992.18,1911.90560325002,-1.1539760283011,0.620821762706409,0.00471738289170962,0.0725810569227056,LYPLA1,10434,lysophospholipase 1
ENSG00000176597.12,126.679191903701,-1.152965605191,0.390837650337576,0.000313024444262319,0.0116926495479502,B3GNT5,84002,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
ENSG00000102100.16,294.226113939757,-1.15256460555049,0.395361239224845,0.000360424454949448,0.0129132569487147,SLC35A2,7355,solute carrier family 35 member A2
ENSG00000171346.16,41.0684159146131,-1.152044571993,0.712760056899634,0.00678634044586424,0.0916089557643278,KRT15,3866,keratin 15
ENSG00000103353.16,1914.38055529837,-1.15199325034742,0.301140235158928,1.46990223030366e-05,0.0011556660615818,UBFD1,56061,ubiquitin family domain containing 1
ENSG00000170606.15,3487.53838637147,-1.15031322965476,0.462116834829259,0.00116000427923762,0.0291324375661933,HSPA4,3308,heat shock protein family A (Hsp70) member 4
ENSG00000166167.18,646.720490377391,-1.14931733566755,0.479517384041131,0.00151887114483675,0.0349186965444062,BTRC,8945,beta-transducin repeat containing E3 ubiquitin protein ligase
ENSG00000115840.14,358.72028376086,-1.14860442812907,0.271775319905066,2.81279462720687e-06,0.000312946086104403,SLC25A12,8604,solute carrier family 25 member 12
ENSG00000067334.14,1513.8377343233,-1.14809117958891,0.44992612496825,0.0010225730446468,0.0267836977184072,DNTTIP2,30836,deoxynucleotidyltransferase terminal interacting protein 2
ENSG00000196950.14,1110.03349036761,-1.14734784259842,0.518248495839782,0.00230663660658981,0.045721779632921,SLC39A10,57181,solute carrier family 39 member 10
ENSG00000152234.16,22397.9091468457,-1.14653733740411,0.244609524638711,3.39711493819283e-07,5.62230152620548e-05,ATP5F1A,498,ATP synthase F1 subunit alpha
ENSG00000150753.12,12504.2573929059,-1.14569587855607,0.231934092124424,9.72357984178516e-08,2.07443052830827e-05,CCT5,22948,chaperonin containing TCP1 subunit 5
ENSG00000171617.14,1246.71103196633,-1.14558400889774,0.560834724687402,0.00336393438222863,0.0586463842509176,ENC1,8507,ectodermal-neural cortex 1
ENSG00000169139.12,3298.42744062062,-1.14390965747965,0.388694379111217,0.000337796019283904,0.0123172454513931,UBE2V2,7336,ubiquitin conjugating enzyme E2 V2
ENSG00000175197.12,835.79555431043,-1.14378894001358,0.286996997806185,8.29793691735907e-06,0.000727616553253511,DDIT3,1649,DNA damage inducible transcript 3
ENSG00000117395.12,945.133373880907,-1.14258054462668,0.287221058513502,8.2111773588821e-06,0.000723072784105132,EBNA1BP2,10969,EBNA1 binding protein 2
ENSG00000224877.4,198.030496603749,-1.14139693949927,0.643585077123918,0.00559345044452635,0.0801598777694101,NDUFAF8,284184,NADH:ubiquinone oxidoreductase complex assembly factor 8
ENSG00000166441.13,4182.49311584353,-1.14099014356487,0.510748048510253,0.00226372605200559,0.045130584701545,RPL27A,6157,ribosomal protein L27a
ENSG00000070010.19,2863.87837700798,-1.13961576579991,0.540360879255347,0.00295388620205738,0.053999753591321,UFD1,7353,ubiquitin recognition factor in ER associated degradation 1
ENSG00000178127.13,1547.87750855859,-1.13942761970453,0.282963536982418,7.77738900205877e-06,0.00069372968969226,NDUFV2,4729,NADH:ubiquinone oxidoreductase core subunit V2
ENSG00000267321.3,90.4630682778811,-1.1351318178585,0.656503047288709,0.0060012387168227,0.0839197113127033,NA,NA,NA
ENSG00000171793.16,1008.14017968982,-1.13467361017799,0.280981669540864,6.13046670294341e-06,0.000584626165671479,CTPS1,1503,CTP synthase 1
ENSG00000136261.15,1674.83675475784,-1.13365438147938,0.624536353293906,0.00525204304920011,0.0774372080006293,BZW2,28969,basic leucine zipper and W2 domains 2
ENSG00000214194.9,928.548967246966,-1.12986333100024,0.362212188943742,0.000197741406132597,0.00835506497489269,SMIM30,401397,small integral membrane protein 30
ENSG00000147677.11,6229.36429168175,-1.1298275842983,0.298572366976689,1.99672585263998e-05,0.00142976625586615,EIF3H,8667,eukaryotic translation initiation factor 3 subunit H
ENSG00000163541.12,2927.32754683591,-1.12849231605824,0.211776725866209,1.2152733119901e-08,3.92951029973799e-06,SUCLG1,8802,succinate-CoA ligase alpha subunit
ENSG00000101844.18,491.528685109822,-1.12764302020954,0.304359707455122,2.48405040569761e-05,0.00168723598573916,ATG4A,115201,autophagy related 4A cysteine peptidase
ENSG00000108671.11,3903.61992138848,-1.12444816783275,0.152045685526452,1.98077346235472e-14,4.55445844777428e-11,PSMD11,5717,"proteasome 26S subunit, non-ATPase 11"
ENSG00000006530.18,779.003771966268,-1.12290235352964,0.362110377018292,0.000211919284259732,0.00880864092440808,AGK,55750,acylglycerol kinase
ENSG00000172500.12,1103.88457334344,-1.12272838364039,0.452367492955209,0.00126038271406286,0.0309740632581575,FIBP,9158,FGF1 intracellular binding protein
ENSG00000166128.13,996.248107134372,-1.11752678025089,0.283087606719501,9.62724408021334e-06,0.000816500774573504,RAB8B,51762,"RAB8B, member RAS oncogene family"
ENSG00000226950.7,381.102709475175,-1.11607024640677,0.376613882897163,0.00033283326148811,0.012274920684922,DANCR,57291,differentiation antagonizing non-protein coding RNA
ENSG00000113387.12,4286.71482324654,-1.11442654672551,0.39973749242194,0.000560601005627435,0.0174715018229731,SUB1,10923,SUB1 regulator of transcription
ENSG00000170632.14,532.642222985757,-1.11356129652984,0.538325676058701,0.00333327472302646,0.0583340620150763,ARMC10,83787,armadillo repeat containing 10
ENSG00000115128.7,2877.38878092955,-1.11337331233749,0.440922695912232,0.0011538938264819,0.0291040362349198,SF3B6,51639,splicing factor 3b subunit 6
ENSG00000136718.10,430.898406210837,-1.11186916927239,0.433537679331009,0.00104051225824912,0.0271188421564323,IMP4,92856,IMP U3 small nucleolar ribonucleoprotein 4
ENSG00000187193.9,92.5656876425771,-1.11144571769838,0.611886222828044,0.00549571872769637,0.0792532427532744,MT1X,4501,metallothionein 1X
ENSG00000181610.13,1917.7480692781,-1.10934207136982,0.44329330600101,0.00122986007016297,0.0303707927111606,MRPS23,51649,mitochondrial ribosomal protein S23
ENSG00000120533.13,1306.27487894167,-1.10907697871656,0.402116605758028,0.000615185811133125,0.0189021145556494,ENY2,56943,ENY2 transcription and export complex 2 subunit
ENSG00000115762.16,2700.8479426881,-1.10773731956841,0.349728038019342,0.000175309228579612,0.00765369024520358,PLEKHB2,55041,pleckstrin homology domain containing B2
ENSG00000168495.13,608.192205358122,-1.10664865684299,0.345850591118427,0.000157963613910788,0.00704770862615428,POLR3D,661,RNA polymerase III subunit D
ENSG00000228474.6,3088.03538068822,-1.10663163921837,0.549361674865866,0.00378196211344769,0.062862589538704,OST4,100128731,"oligosaccharyltransferase complex subunit 4, non-catalytic"
ENSG00000134070.5,172.614242615357,-1.10606458336651,0.675525495719598,0.00731989475310887,0.0965287148513513,IRAK2,3656,interleukin 1 receptor associated kinase 2
ENSG00000165055.15,495.730801534738,-1.10580492898966,0.221709213892292,7.84374323098709e-08,1.74535938088222e-05,METTL2B,55798,methyltransferase like 2B
ENSG00000014641.20,9410.85970066683,-1.10402941403548,0.291749580936268,1.8400253613625e-05,0.00133605209922932,MDH1,4190,malate dehydrogenase 1
ENSG00000143222.12,2708.51043506667,-1.10212441032873,0.285527448762664,1.47752199990756e-05,0.0011556660615818,UFC1,51506,ubiquitin-fold modifier conjugating enzyme 1
ENSG00000125871.14,259.809084740894,-1.10160404182116,0.352536132104765,0.000202323178983631,0.00849264881518715,MGME1,92667,mitochondrial genome maintenance exonuclease 1
ENSG00000166847.10,1871.5802052535,-1.09941213444793,0.43241660336067,0.00113210981744268,0.0288165812572678,DCTN5,84516,dynactin subunit 5
ENSG00000112110.10,2110.7657338647,-1.09884130361527,0.27636074987726,8.75861166945978e-06,0.000752077634389214,MRPL18,29074,mitochondrial ribosomal protein L18
ENSG00000164258.12,1826.18328721518,-1.09787343569711,0.340520503866249,0.000151608879300609,0.00683623421542305,NDUFS4,4724,NADH:ubiquinone oxidoreductase subunit S4
ENSG00000037241.7,1163.04349461565,-1.09503863651983,0.48870462130848,0.00235618873413358,0.0463048144958787,RPL26L1,51121,ribosomal protein L26 like 1
ENSG00000103363.14,2471.39086713953,-1.09427024382338,0.567402122004671,0.00455569359186351,0.0711513382566215,ELOB,6923,elongin B
ENSG00000198843.13,4116.30116040566,-1.09372635594578,0.340599372529019,0.000155156234724882,0.0069648657730948,SELENOT,51714,selenoprotein T
ENSG00000165629.20,7667.43466087974,-1.09338109622773,0.458239496194198,0.00169412483973921,0.037453121775171,ATP5F1C,509,ATP synthase F1 subunit gamma
ENSG00000079277.21,238.832265784136,-1.09040503243792,0.362258087350269,0.000293692212240022,0.0112967781414406,MKNK1,8569,MAPK interacting serine/threonine kinase 1
ENSG00000185608.8,1463.33267580583,-1.09020812964704,0.354863202447447,0.000244040487700379,0.00988292339035548,MRPL40,64976,mitochondrial ribosomal protein L40
ENSG00000089009.15,29650.6046855064,-1.08885197898733,0.546641896436941,0.00409536739012768,0.0660297006823688,RPL6,6128,ribosomal protein L6
ENSG00000174903.16,1113.1948364502,-1.08803461440081,0.28537329479767,1.71904496070803e-05,0.00127963728118316,RAB1B,81876,"RAB1B, member RAS oncogene family"
ENSG00000100749.8,506.14769131014,-1.08695010954208,0.532648913522768,0.00370836538797081,0.0618379640118195,VRK1,7443,VRK serine/threonine kinase 1
ENSG00000110200.8,768.482808178296,-1.08545638217398,0.250310416432252,1.89756385990037e-06,0.000236555340462519,ANAPC15,25906,anaphase promoting complex subunit 15
ENSG00000126067.12,3497.87309521267,-1.08472825287484,0.218588755451509,9.44598017198258e-08,2.036199100823e-05,PSMB2,5690,proteasome 20S subunit beta 2
ENSG00000100372.15,1073.43834012,-1.08274126653865,0.175678589513429,9.84257035499691e-11,6.57039196536471e-08,SLC25A17,10478,solute carrier family 25 member 17
ENSG00000143727.16,3989.08098148693,-1.08002818494132,0.334571338871568,0.000145047376124739,0.006640730976826,ACP1,52,acid phosphatase 1
ENSG00000170043.12,842.486878907107,-1.07819359004471,0.441818280089381,0.00153275293965141,0.0350871563419759,TRAPPC1,58485,trafficking protein particle complex 1
ENSG00000100410.8,207.596456629326,-1.07807249619049,0.337019722005268,0.000160831166616702,0.00714214627031339,PHF5A,84844,PHD finger protein 5A
ENSG00000125995.16,623.720530234542,-1.07746851665225,0.350441708122121,0.000269400962030202,0.0106392815042996,ROMO1,140823,reactive oxygen species modulator 1
ENSG00000181163.13,29787.1108817901,-1.07708191469737,0.381463096586169,0.000536961681021696,0.0169906498884755,NPM1,4869,nucleophosmin 1
ENSG00000170315.14,33896.7758083535,-1.07639192331728,0.405151030413924,0.000862079602921896,0.0240021125510099,UBB,7314,ubiquitin B
ENSG00000105583.11,3431.56778949478,-1.07522149110567,0.324030557785798,0.000111357907858657,0.00542221304759305,WDR83OS,51398,WD repeat domain 83 opposite strand
